m,v,d,tt,tp,ike,cu,e,lambda,AB,e/cu,lambda_pred
0.5,10,0.04,-3.9040548360000003,-2.1904714309999997,3.218875825,3.218875825,9.433483922999999,0.0,2.648807283,6.214608097999999,-0.26535302
0.2,15,0.04,-5.146455017,-2.885336456,3.113515309,3.218875825,9.433483922999999,-2.3025850930000002,2.648807283,6.214608097999999,-2.2440217
0.5,15,0.04,-3.649658741,-1.559829036,4.0298060410000005,3.218875825,9.433483922999999,0.0,2.648807283,6.214608097999999,-0.030227484
0.2,10,0.04,-2.437717767,-0.936932311,2.3025850930000002,0.0,5.298317367,-2.3025850930000002,-1.263215723,5.298317367,-2.2031364
0.5,15,0.08,-3.01023696,-1.13576602,4.0298060410000005,0.0,6.214608097999999,-1.609437912,0.123078638,6.214608097999999,-1.5288225
0.5,5,0.04,-2.0396056330000003,-1.081472026,1.832581464,0.0,5.298317367,-2.3025850930000002,-1.263215723,5.298317367,-2.2257252
0.5,10,0.08,-2.864002503,-1.3632343,3.218875825,0.0,4.6051701860000005,-1.609437912,-0.97553365,4.6051701860000005,-1.6335136
0.1,10,0.04,-2.873160721,-1.4432118630000002,1.609437912,0.0,4.6051701860000005,-2.3025850930000002,-1.6686808309999999,4.6051701860000005,-2.3161569
0.5,15,0.08,-3.01023696,-1.13576602,4.0298060410000005,0.0,6.214608097999999,-1.609437912,0.123078638,6.214608097999999,-1.6391964
0.5,5,0.04,-2.686484423,-1.6917548709999999,1.832581464,0.0,6.214608097999999,-1.609437912,-0.570068542,6.214608097999999,-1.5580373
0.2,10,0.08,-3.6045383060000002,-2.084639025,2.3025850930000002,0.0,4.6051701860000005,-1.609437912,-0.97553365,4.6051701860000005,-1.612853
0.1,5,0.04,-3.711534145,-2.6731851140000003,0.22314355100000002,0.0,6.214608097999999,-2.3025850930000002,-0.570068542,6.214608097999999,-2.237674
0.5,5,0.04,-2.261059346,-1.2858772440000001,1.832581464,0.0,6.214608097999999,-2.3025850930000002,-0.570068542,6.214608097999999,-2.2481558
0.1,5,0.04,-2.8271716319999998,-1.9139542219999999,0.22314355100000002,0.0,5.298317367,0.0,-1.263215723,5.298317367,1.0183434
0.5,20,0.08,-3.796910198,-1.527968531,4.6051701860000005,1.609437912,7.824046011,-2.3025850930000002,1.732516551,6.214608097999999,-2.18632
0.1,10,0.04,-4.495419322,-2.7453160260000002,1.609437912,1.609437912,6.907755279,-2.3025850930000002,0.34622219,5.298317367,-2.2780766
0.2,20,0.04,-3.583438942,-1.302865393,3.688879454,1.609437912,7.824046011,-2.3025850930000002,1.03936937,6.214608097999999,-2.103245
0.1,10,0.04,-4.601178165,-2.827644877,1.609437912,1.609437912,7.824046011,-2.3025850930000002,1.03936937,6.214608097999999,-2.2633781
0.5,10,0.04,-3.464776363,-1.787942762,3.218875825,1.609437912,6.907755279,-1.609437912,0.34622219,5.298317367,-1.6271654
0.5,20,0.08,-3.50789212,-1.3203568190000001,4.6051701860000005,1.609437912,6.214608097999999,-2.3025850930000002,0.633904262,4.6051701860000005,-2.2839875
0.2,15,0.04,-3.6840909369999997,-1.6744245340000001,3.113515309,1.609437912,6.214608097999999,-1.609437912,-0.059242918,4.6051701860000005,-1.6283739
0.5,5,0.04,-2.894259305,-1.879856526,1.832581464,1.609437912,6.907755279,0.0,0.34622219,5.298317367,-0.03529245
0.5,20,0.08,-3.654284809,-1.4118337319999998,4.6051701860000005,1.609437912,6.907755279,-2.3025850930000002,1.03936937,5.298317367,-2.2088282
0.5,20,0.08,-3.796910198,-1.527968531,4.6051701860000005,1.609437912,7.824046011,-2.3025850930000002,1.732516551,6.214608097999999,-2.2381098
0.2,10,0.04,-3.207441447,-1.570140279,2.3025850930000002,1.609437912,6.907755279,0.0,0.34622219,5.298317367,-0.0030886554
0.2,15,0.04,-4.230851807,-2.15254571,3.113515309,2.3025850930000002,7.60090246,-2.3025850930000002,1.03936937,5.298317367,-2.2208598
0.5,15,0.04,-2.697703909,-0.673697557,4.0298060410000005,2.3025850930000002,7.60090246,0.0,1.03936937,5.298317367,1.0158113
0.2,10,0.04,-3.695300022,-2.02286463,2.3025850930000002,2.3025850930000002,6.907755279,0.0,0.633904262,4.6051701860000005,-0.033464853
0.2,15,0.04,-3.524043212,-1.4972169830000002,3.113515309,2.3025850930000002,7.60090246,0.0,1.03936937,5.298317367,-0.09200102
0.2,15,0.04,-3.3991993789999997,-1.3909451590000002,3.113515309,2.3025850930000002,6.907755279,0.0,0.633904262,4.6051701860000005,1.017604
0.1,15,0.04,-5.210306489,-2.978993158,2.420368129,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,-1.6557487
0.2,10,0.04,-4.884884089,-3.023884865,2.3025850930000002,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,-1.5793406
0.5,10,0.04,-3.891240466,-2.195705731,3.218875825,2.3025850930000002,6.907755279,-1.609437912,0.633904262,4.6051701860000005,-1.5812324
0.2,15,0.04,-4.230851807,-2.15254571,3.113515309,2.3025850930000002,7.60090246,-2.3025850930000002,1.03936937,5.298317367,-2.2483065
0.5,10,0.04,-3.597942459,-1.9139542219999999,3.218875825,2.3025850930000002,6.907755279,-2.3025850930000002,0.633904262,4.6051701860000005,-2.2179055
0.5,15,0.04,-3.520656822,-1.4647489969999998,4.0298060410000005,2.3025850930000002,6.907755279,-1.609437912,0.633904262,4.6051701860000005,-1.6419368
0.2,20,0.04,-4.947660495,-2.555466463,3.688879454,3.218875825,7.824046011,-1.609437912,1.5501949940000002,4.6051701860000005,-1.629477
0.2,15,0.04,-5.014643315,-2.803130407,3.113515309,3.218875825,8.517193191,-2.3025850930000002,1.955660102,5.298317367,-2.2966847
0.5,20,0.04,-4.147745339,-1.790456319,4.6051701860000005,3.218875825,7.824046011,-1.609437912,1.5501949940000002,4.6051701860000005,-1.6425283
0.5,10,0.04,-4.530062714,-2.726132709,3.218875825,3.218875825,8.517193191,-2.3025850930000002,1.955660102,5.298317367,-2.2706318
0.5,15,0.04,-4.390058806,-2.27789248,4.0298060410000005,3.218875825,7.824046011,-1.609437912,1.5501949940000002,4.6051701860000005,-1.615812
0.5,10,0.04,-4.688551795,-2.8481401969999998,3.218875825,3.218875825,7.824046011,-1.609437912,1.5501949940000002,4.6051701860000005,-1.6572531
0.2,15,0.04,-5.014643315,-2.803130407,3.113515309,3.218875825,8.517193191,-2.3025850930000002,1.955660102,5.298317367,-2.2497633
0.2,20,0.04,-4.108037888999999,-1.750609848,3.688879454,3.218875825,8.517193191,0.0,1.955660102,5.298317367,-0.036117975
0.5,15,0.04,-4.401413348,-2.2657518430000003,4.0298060410000005,3.218875825,9.433483922999999,-2.3025850930000002,2.648807283,6.214608097999999,-2.2726538
0.2,20,0.04,-4.947660495,-2.555466463,3.688879454,3.218875825,7.824046011,-1.609437912,1.5501949940000002,4.6051701860000005,-1.5773578
0.2,15,0.04,-4.876978909,-2.7118775160000004,3.113515309,3.218875825,7.824046011,-2.3025850930000002,1.5501949940000002,4.6051701860000005,-2.2287762
0.1,20,0.04,-3.91904762,-1.688307975,2.995732274,2.3025850930000002,7.60090246,0.0,1.03936937,5.298317367,-0.070495784
0.2,15,0.04,-4.294748627,-2.194125385,3.113515309,3.218875825,8.517193191,0.0,1.955660102,5.298317367,-0.12117785
0.2,10,0.04,-3.695300022,-2.02286463,2.3025850930000002,2.3025850930000002,6.907755279,0.0,0.633904262,4.6051701860000005,-0.0069704675
0.1,5,0.04,-2.7063516439999997,-1.8157735119999998,0.22314355100000002,0.0,4.6051701860000005,0.0,-1.6686808309999999,4.6051701860000005,-0.007659378
0.5,10,0.04,-2.353457423,-0.728923592,3.218875825,1.609437912,6.907755279,0.0,0.34622219,5.298317367,-0.045767132
0.5,5,0.04,-2.786444269,-1.7809144890000002,1.832581464,1.609437912,6.214608097999999,0.0,-0.059242918,4.6051701860000005,-0.029962363
0.2,20,0.04,-4.198372633,-1.852121126,3.688879454,3.218875825,9.433483922999999,0.0,2.648807283,6.214608097999999,-0.16730875
0.5,10,0.04,-2.353457423,-0.728923592,3.218875825,1.609437912,6.907755279,0.0,0.34622219,5.298317367,-0.009959879
0.1,5,0.04,-2.8271716319999998,-1.9139542219999999,0.22314355100000002,0.0,5.298317367,0.0,-1.263215723,5.298317367,-0.073528945
0.1,10,0.04,-3.658156281,-2.040651691,1.609437912,1.609437912,6.214608097999999,0.0,-0.059242918,4.6051701860000005,1.0299062
0.2,10,0.04,-3.077810385,-1.4659438130000002,2.3025850930000002,1.609437912,6.214608097999999,0.0,-0.059242918,4.6051701860000005,-0.091074646
0.1,15,0.04,-4.190415031000001,-2.155131072,2.420368129,1.609437912,6.907755279,-2.3025850930000002,0.34622219,5.298317367,-2.272105
0.5,20,0.08,-3.654284809,-1.4118337319999998,4.6051701860000005,1.609437912,6.907755279,-2.3025850930000002,1.03936937,5.298317367,-2.2609222
0.5,20,0.08,-4.385231766,-2.00556674,4.6051701860000005,2.3025850930000002,8.517193191,-2.3025850930000002,2.4256637309999998,6.214608097999999,-2.2094607
0.1,20,0.04,-3.986746552,-1.760051522,2.995732274,1.609437912,6.907755279,-2.3025850930000002,0.34622219,5.298317367,-2.268344
0.1,20,0.04,-3.8022721410000004,-1.618337396,2.995732274,1.609437912,6.214608097999999,-2.3025850930000002,-0.059242918,4.6051701860000005,-2.2727304
0.1,15,0.08,-3.6698614480000002,-2.002954687,2.420368129,0.0,6.214608097999999,-2.3025850930000002,0.123078638,6.214608097999999,-2.2319872
0.1,15,0.04,-4.190415031000001,-2.155131072,2.420368129,1.609437912,6.907755279,-2.3025850930000002,0.34622219,5.298317367,-2.2594895
0.1,15,0.04,-4.022954566,-2.028626762,2.420368129,1.609437912,6.214608097999999,-2.3025850930000002,-0.059242918,4.6051701860000005,-2.2361562
0.5,10,0.08,-2.75986995,-1.25650195,3.218875825,0.0,5.298317367,-2.3025850930000002,-0.570068542,5.298317367,-2.246403
0.5,10,0.04,-4.530062714,-2.726132709,3.218875825,3.218875825,8.517193191,-2.3025850930000002,1.955660102,5.298317367,-2.2515652
0.2,20,0.08,-4.195713057,-1.9920462380000001,3.688879454,1.609437912,6.214608097999999,-2.3025850930000002,0.633904262,4.6051701860000005,-2.3172162
0.1,10,0.04,-3.135914304,-1.6566343469999998,1.609437912,0.0,4.6051701860000005,-1.609437912,-1.6686808309999999,4.6051701860000005,-1.630406
0.1,5,0.04,-3.755019257,-2.7298664539999997,0.22314355100000002,0.0,4.6051701860000005,-1.609437912,-1.6686808309999999,4.6051701860000005,-1.6340888
0.2,10,0.04,-4.884884089,-3.023884865,2.3025850930000002,2.3025850930000002,8.517193191,-1.609437912,1.732516551,6.214608097999999,-1.6016649
0.2,10,0.04,-2.997333555,-1.3994039169999999,2.3025850930000002,0.0,6.214608097999999,-1.609437912,-0.570068542,6.214608097999999,-1.5301865
0.1,15,0.04,-5.132802928,-2.907355163,2.420368129,2.3025850930000002,7.60090246,-1.609437912,1.03936937,5.298317367,-1.5864719
0.2,10,0.04,-4.054739308,-2.379595735,2.3025850930000002,1.609437912,6.214608097999999,-1.609437912,-0.059242918,4.6051701860000005,-1.6746001
0.1,5,0.04,-3.9633163000000002,-2.840507885,0.22314355100000002,0.0,5.298317367,-1.609437912,-1.263215723,5.298317367,-1.60234
0.2,20,0.08,-4.5208290380000005,-2.197288579,3.688879454,1.609437912,6.214608097999999,-1.609437912,0.633904262,4.6051701860000005,-1.6001849
0.1,15,0.08,-4.00743319,-2.218685218,2.420368129,0.0,6.214608097999999,-1.609437912,0.123078638,6.214608097999999,-1.6421683
0.5,20,0.08,-4.71721969,-2.240925713,4.6051701860000005,2.3025850930000002,8.517193191,-1.609437912,2.4256637309999998,6.214608097999999,-1.5905154
0.5,20,0.08,-3.780117935,-1.551319959,4.6051701860000005,1.609437912,6.214608097999999,-1.609437912,0.633904262,4.6051701860000005,-1.6647309
0.2,5,0.04,-2.772588722,-1.829261979,0.916290732,0.0,4.6051701860000005,-2.3025850930000002,-1.6686808309999999,4.6051701860000005,-2.2400324
0.2,10,0.04,-2.502989157,-0.9963301059999999,2.3025850930000002,0.0,4.6051701860000005,-1.609437912,-1.6686808309999999,4.6051701860000005,-1.6442916
0.2,10,0.04,-2.502989157,-0.9963301059999999,2.3025850930000002,0.0,4.6051701860000005,-1.609437912,-1.6686808309999999,4.6051701860000005,-1.6442916
0.5,5,0.04,-1.7610750869999998,-0.817377958,1.832581464,0.0,4.6051701860000005,-2.3025850930000002,-1.6686808309999999,4.6051701860000005,-2.305137
0.1,10,0.04,-3.135914304,-1.6566343469999998,1.609437912,0.0,4.6051701860000005,-1.609437912,-1.6686808309999999,4.6051701860000005,-1.6740339
0.2,10,0.04,-2.23792158,-0.779934583,2.3025850930000002,0.0,4.6051701860000005,-2.3025850930000002,-1.6686808309999999,4.6051701860000005,-2.2749753
0.2,10,0.04,-2.23792158,-0.779934583,2.3025850930000002,0.0,4.6051701860000005,-2.3025850930000002,-1.6686808309999999,4.6051701860000005,-2.23788
0.1,5,0.04,-3.4088264089999996,-2.445993676,0.22314355100000002,0.0,4.6051701860000005,-2.3025850930000002,-1.6686808309999999,4.6051701860000005,-2.2622912
0.1,5,0.04,-2.7063516439999997,-1.8157735119999998,0.22314355100000002,0.0,4.6051701860000005,0.0,-1.6686808309999999,4.6051701860000005,-0.037679378
0.1,5,0.04,-2.7063516439999997,-1.8157735119999998,0.22314355100000002,0.0,4.6051701860000005,0.0,-1.6686808309999999,4.6051701860000005,-0.026976885
0.5,5,0.04,-1.7610750869999998,-0.817377958,1.832581464,0.0,4.6051701860000005,-2.3025850930000002,-1.6686808309999999,4.6051701860000005,-2.2852864
0.5,10,0.04,-2.904430115,-1.259443232,3.218875825,1.609437912,6.214608097999999,-2.3025850930000002,-0.059242918,4.6051701860000005,-2.221861
0.1,10,0.04,-3.658156281,-2.040651691,1.609437912,1.609437912,6.214608097999999,0.0,-0.059242918,4.6051701860000005,-0.043110672
0.5,5,0.04,-3.772261063,-2.692550938,1.832581464,1.609437912,6.214608097999999,-1.609437912,-0.059242918,4.6051701860000005,-1.6362014
0.5,5,0.04,-2.786444269,-1.7809144890000002,1.832581464,1.609437912,6.214608097999999,0.0,-0.059242918,4.6051701860000005,-0.009849849
0.5,10,0.04,-2.904430115,-1.259443232,3.218875825,1.609437912,6.214608097999999,-2.3025850930000002,-0.059242918,4.6051701860000005,-2.2596986
0.5,10,0.04,-2.904430115,-1.259443232,3.218875825,1.609437912,6.214608097999999,-2.3025850930000002,-0.059242918,4.6051701860000005,-2.258943
0.5,5,0.04,-2.786444269,-1.7809144890000002,1.832581464,1.609437912,6.214608097999999,0.0,-0.059242918,4.6051701860000005,-0.04803068
0.2,15,0.04,-3.402197882,-1.417661197,3.113515309,1.609437912,6.214608097999999,-2.3025850930000002,-0.059242918,4.6051701860000005,-2.262301
0.2,20,0.04,-3.186408635,-0.9921679609999999,3.688879454,1.609437912,6.214608097999999,-2.3025850930000002,-0.059242918,4.6051701860000005,-2.229946
